atoms;coordinates;total_energy;mulliken_charges;forces
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.707071835345932,11.178616046394731,0.14488734614246515],[-5.410404296899181,11.247909811831018,0.019878845790770622],[-8.362472146583254,8.197858161068368,0.05236344065027977],[-4.908705029435626,8.692846430217049,-0.08268149380921147]];-9.778722767270;[-0.51151994,-0.47335296,-0.51425229,-0.50087482];[[-0.035991973337,0.003244344602,0.001502513974],[0.046785314502,-0.090729934996,-0.004746331939],[-0.032803572373,-0.003813743676,0.001345545786],[0.022010231208,0.091299334071,0.001898272179]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.685008451136566,11.120005873560324,-0.011798333656395609],[-5.222874193836931,11.22641805845295,0.17611629782359536],[-8.194252824154436,8.211111138381721,-0.028464054223316323],[-4.851451120375265,8.60866974858392,0.0740613864868072]];-9.781786458825;[-0.52451471,-0.49054222,-0.49665039,-0.48829268];[[-0.036797864923,-0.002426500611,-0.001940738823],[0.041014699499,-0.070485111978,-0.001024525405],[-0.031709077541,0.002350462448,-0.000869805657],[0.027492242966,0.070561150141,0.003835069885]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.766731093805864,11.072678647145455,0.05569411081112066],[-5.428049909570428,11.152285263110665,-0.010598794066502088],[-8.282443923604095,8.239271268329807,-0.011561339424879968],[-4.955011013950151,8.418030881813552,0.11997601267420321]];-9.801604986177;[-0.51615106,-0.48646167,-0.49064316,-0.50674411];[[-0.039829914590,-0.011209835482,0.000566595851],[0.036647121048,-0.036061299510,0.000493442018],[-0.034086475929,0.017757461062,-0.001403544700],[0.037269269471,0.029513673930,0.000343506831]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.682053686238364,11.075726077998992,0.05449945066402902],[-5.348664158764016,11.26768414749755,0.08351888710790693],[-8.348891697440742,8.33969351530133,0.1371411580061684],[-4.798810942916308,8.466567813705783,0.05014873584650829]];-9.785808646227;[-0.49278341,-0.48073709,-0.49881608,-0.52766342];[[-0.032258652128,-0.030699069876,0.000683061516],[0.030764194913,-0.016089684621,0.000183597798],[-0.032104168861,0.034337248686,-0.000229109040],[0.033598626076,0.012451505811,-0.000637550274]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.555037475068653,11.007959401567426,-0.2989594643061702],[-5.226322291835599,11.126482054291964,0.05978842459815481],[-8.236406444405626,8.248724416707622,0.11739048593053897],[-4.873656874686569,8.591357131606404,-0.008295174880922195]];-9.770558512394;[-0.51215535,-0.48600757,-0.50204649,-0.49979059];[[-0.028443873844,-0.022381476253,0.000706429509],[0.041424844448,-0.117842549237,-0.000545613179],[-0.028784809229,0.023135847316,-0.002947419840],[0.015803838625,0.117088178174,0.002786603510]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.633327214867727,11.019271651658435,0.09349478244687723],[-5.2527024343899535,11.132601353246635,0.16382347159094227],[-8.348815906345232,8.33800418201251,-0.07025396611807483],[-4.992670545891172,8.350287548357343,-0.07456606851700107]];-9.790595418212;[-0.50519110,-0.49600963,-0.48876093,-0.51003834];[[-0.033955918353,-0.051229764252,-0.003784244986],[0.035197388596,-0.029125382992,-0.001890638881],[-0.037422861770,0.055510792666,0.003479507391],[0.036181391527,0.024844354578,0.002195376476]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.756795791695119,11.108286998501903,-0.11794963607800704],[-5.30304667288452,11.190281957298012,-0.053323056823472964],[-8.510649838363854,8.338583384016111,0.005813095751707269],[-4.950139419115552,8.544578324001433,-0.04326765147918554]];-9.771707959153;[-0.50464107,-0.47895484,-0.50421274,-0.51219136];[[-0.023803700225,-0.017033940986,0.000393131241],[0.026960022708,-0.049861169317,0.000608605833],[-0.021131566562,0.019047767293,-0.000621245642],[0.017975244079,0.047847343010,-0.000380491432]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.521188182911624,11.005905448241553,0.135665259499349],[-5.260667663435603,11.040751206738756,-0.1465520930762266],[-8.20534061719852,8.199062559760138,0.05606650852769601],[-4.730117463261427,8.50616924233516,-0.0540840630490593]];-9.773459299462;[-0.50617708,-0.46827559,-0.50744581,-0.51810153];[[-0.028747857488,-0.016802943872,0.001896962919],[0.041126101664,-0.099414619452,0.001572701064],[-0.026331408008,0.021864865489,0.001229195321],[0.013953163832,0.094352697835,-0.004698859304]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.46196678019624,10.888691416645058,0.02341084877966791],[-5.286779490968967,11.323965501852305,-0.02936808321241165],[-8.193691835480344,8.173346549425034,-0.21342576207517958],[-4.85960454535362,8.454864745615918,-0.11490844961095437]];-9.811664286935;[-0.48871429,-0.49763760,-0.50034883,-0.51329928];[[-0.028907493854,-0.043876304094,-0.002693399716],[0.033204824060,-0.005586298223,-0.001074257444],[-0.041457062015,0.037119094868,0.002155876896],[0.037159731809,0.012343507449,0.001611780264]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.507281192491464,10.924284442393558,0.03663787399509067],[-5.406271617191752,11.283418869569743,0.13915886038609016],[-8.28863012452279,8.131287696985686,0.08133982703831283],[-4.8692129195058795,8.458916164254834,0.09273282531675314]];-9.813010270524;[-0.48482359,-0.48622018,-0.50954609,-0.51941014];[[-0.026606863174,-0.027028830822,-0.000686088173],[0.028552799999,-0.010518199892,0.000829521488],[-0.040447512889,0.022107855945,-0.000359667041],[0.038501576064,0.015439174768,0.000216233727]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.529819149550658,10.962309962891396,-0.08362810739243334],[-5.2817109291927755,11.13163228496534,0.14989051467840053],[-8.275812297764674,8.440194599397698,-0.10774551507538228],[-4.797289538025399,8.588882526309062,0.154554252512574]];-9.741137018638;[-0.48479795,-0.46732172,-0.50968274,-0.53819759];[[-0.003635815728,-0.124389026850,-0.002401519584],[0.022860631811,-0.092207484905,0.000549962912],[-0.021852847110,0.131152466530,0.000598223728],[0.002628031027,0.085444045225,0.001253332944]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.521284726504419,11.176412271372548,0.0011567935736387658],[-5.069912222502169,11.31836003767367,-0.14052516813691893],[-8.357158341090614,8.25688044082251,-0.20294237194200085],[-4.884653537593977,8.676163706106502,0.038943684793136375]];-9.776405449895;[-0.50554990,-0.48738764,-0.51505391,-0.49200854];[[-0.028982845565,-0.002462483524,0.000954326083],[0.034455207019,-0.057109122276,0.003060144178],[-0.029756172136,-0.003313068371,-0.001764996412],[0.024283810683,0.062884674170,-0.002249473848]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.673090504269624,11.111690015992165,-0.15419712263786836],[-5.278500098434081,10.978525220845745,-0.053258724012086416],[-8.09179911617149,8.065258076801248,-0.15006884233271234],[-4.966673599647564,8.587497758084211,-0.02657314234539922]];-9.727123694668;[-0.54330943,-0.49059936,-0.49970808,-0.46638313];[[-0.042450099979,0.011375644580,-0.001227628847],[0.070619649610,-0.306070250741,0.004211895471],[-0.024396453835,-0.006742090006,-0.001065556405],[-0.003773095796,0.301436696167,-0.001918710219]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.54056817306333,10.976075462113451,-0.07831520078366765],[-5.454382143056765,11.232096135306465,-0.10897596170533592],[-8.341912796774974,8.131005059269459,-0.15995555462023403],[-4.817181562180745,8.599793074584806,0.06223911653320602]];-9.797487468398;[-0.48558082,-0.47084342,-0.52174594,-0.52182981];[[-0.025804572294,-0.017966289701,-0.000209253957],[0.034004118745,-0.047652508883,0.002643169067],[-0.037417424537,0.014608562694,-0.002016405764],[0.029217878086,0.051010235890,-0.000417509346]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.721790762770631,10.968022888155996,-0.06294910621931915],[-5.266715848969825,11.117873316829243,-0.06686730286453733],[-8.322737238391916,8.25858884040403,-0.021941628819102277],[-4.95027324056562,8.71089994416024,-0.006097993568115058]];-9.719284765487;[-0.52402763,-0.48886480,-0.50257803,-0.48452953];[[-0.012156590865,-0.024707334635,0.000337853508],[0.043258723875,-0.248576673137,0.006280230084],[-0.013883967534,0.026344871397,-0.000460440540],[-0.017218165476,0.246939136375,-0.006157643053]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.514578810917202,10.933111100385267,0.15740970922291053],[-5.371110126396312,11.223104007925107,-0.11449784433972761],[-8.31063069379402,8.294165172650878,0.030217645942197238],[-4.872365739159901,8.45606360509675,-0.12364086735995297]];-9.793055042005;[-0.48575467,-0.48506594,-0.50454364,-0.52463575];[[-0.027798417212,-0.074600281843,-0.000717088947],[0.033041649984,-0.028386189555,-0.002592989481],[-0.042368070117,0.074575385051,0.005248017122],[0.037124837345,0.028411086347,-0.001937938693]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.688154100599602,10.947292629555074,0.0448623526104764],[-5.319312740839042,11.37857466029188,0.0379940101871687],[-8.205015600692775,8.342586026959763,0.04412258496379446],[-4.949451397476799,8.48026607148223,-0.029124610877249477]];-9.794407444217;[-0.50196748,-0.50710175,-0.48189202,-0.50903875];[[-0.029523675998,-0.074509354347,0.000107308776],[0.037464018172,-0.007449147790,-0.000270285398],[-0.044686770275,0.073520859308,0.000819382141],[0.036746428100,0.008437642829,-0.000656405520]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.56458203021079,10.889464109611438,0.010434341352806516],[-5.291516034461048,11.093416335820041,0.0044210265489908205],[-8.263725417905993,8.294471377390854,0.06770229566191642],[-4.8013256819715515,8.383147593311183,-0.11651647076608379]];-9.774817992355;[-0.48981399,-0.47981654,-0.50009576,-0.53027372];[[-0.021344746558,-0.082987666551,0.002205110276],[0.027841321912,-0.037071631577,-0.001589308958],[-0.033084408850,0.088235177772,-0.000577797096],[0.026587833496,0.031824120356,-0.000038004222]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.4856781829391,11.002140025640003,0.03040783895886634],[-5.401019408612964,11.259980857185624,-0.014259196774592418],[-8.336933002461587,8.260098057391946,-0.020605344282708264],[-4.9830647572669005,8.62939835202174,0.06574567030300857]];-9.800866093588;[-0.48906369,-0.48384719,-0.51474869,-0.51234044];[[-0.025160751481,-0.045678576608,-0.000380127376],[0.037377524344,-0.067277166612,0.001653588365],[-0.041998549818,0.039925989192,-0.000275307677],[0.029781776955,0.073029754028,-0.000998153313]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.52380528169318,11.114134813906901,-0.026889111069417],[-5.344165144318104,11.222687805880057,-0.12464216033537323],[-8.274481583345885,8.209977703075024,0.009337171435200877],[-4.8236632228716285,8.387932509217261,-0.07658223764247311]];-9.809685120479;[-0.49559663,-0.48066432,-0.50557118,-0.51816787];[[-0.033423255109,-0.002897339285,0.001077727435],[0.028366644802,-0.012741677648,-0.000640235357],[-0.036062331926,0.006244157579,0.000743813020],[0.041118942233,0.009394859354,-0.001181305098]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.720094021947592,11.120710433555713,-7.362222691689823e-05],[-5.2898027863333725,11.296096530304567,-0.021123861251261346],[-8.34059197694123,8.263783470819035,0.07017312139079328],[-4.951217364594837,8.601001108103743,-0.026586302203192608]];-9.788670217136;[-0.51265534,-0.49186215,-0.49859858,-0.49688393];[[-0.035909532358,-0.012063223311,0.000574274728],[0.038966633058,-0.044560651903,-0.000310661214],[-0.034887945168,0.010088657179,0.000629902208],[0.031830844468,0.046535218034,-0.000893515721]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.54077979791133,11.08210002388847,-0.18433360548067276],[-5.250516333122451,11.029110170556507,-0.013700097346591795],[-8.162737357147787,8.162228872939737,-0.007437242385796037],[-4.970994609203483,8.701030848997988,-0.07845867728782412]];-9.685049490540;[-0.52412459,-0.48859665,-0.50625444,-0.48102431];[[-0.034028184048,-0.007632515515,-0.001036863603],[0.084008034707,-0.457647690945,-0.011073974981],[-0.029758145947,0.007707638345,-0.000067814544],[-0.020221704712,0.457572568115,0.012178653129]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.578546570085454,11.00204756840117,-0.051305149023185906],[-5.338435283578725,11.173603519939723,-0.052738739313643423],[-8.153960032684962,8.248668607417596,-0.1938677373650577],[-4.928779070998489,8.557809243632361,0.0673548269137783]];-9.800428409150;[-0.51126498,-0.49041803,-0.49596307,-0.50235392];[[-0.034068677989,-0.031867878657,-0.001628042019],[0.042404269958,-0.076479054850,0.002953046895],[-0.036549214670,0.033671421202,-0.001181377639],[0.028213622700,0.074675512306,-0.000143627237]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.424070239765008,11.036644284495955,-0.17788200702811038],[-5.401368261955605,11.031917376795047,0.030028903512810536],[-8.39276231259041,8.341389160670847,0.06317713342102065],[-4.913921306155905,8.671148842160504,0.059116404084960064]];-9.715137359676;[-0.48074184,-0.44527750,-0.53166005,-0.54232061];[[-0.011867498027,-0.047813316427,0.003832824393],[0.065278408855,-0.296994813802,0.004077484487],[-0.019586211537,0.051772542137,-0.004690523268],[-0.033824699291,0.293035588092,-0.003219785612]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.665058251869837,11.132303708360611,0.2797313641139186],[-5.408623970255531,11.190556931942586,-0.15613020166898833],[-8.336270183040147,8.147359356937695,-0.025917160447661527],[-4.726587842943883,8.746978887697047,0.044900456548045475]];-9.756999376022;[-0.50866722,-0.44705040,-0.52640103,-0.51788135];[[-0.028109078900,0.011540516666,0.004430178138],[0.051509647802,-0.119128132078,0.006400113536],[-0.018782723280,-0.009488255330,-0.001723914461],[-0.004617845623,0.117075870742,-0.009106377214]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.511927972975668,11.250090313001545,-0.06772690741137645],[-5.263227365246344,11.033338869235322,-0.1304316733524695],[-8.16786853313955,8.25813999597362,0.06497830330948733],[-4.874543586589235,8.60019346351841,-0.2681930002761048]];-9.753059950437;[-0.52546299,-0.47859783,-0.50586700,-0.49007218];[[-0.037716743025,0.005918192839,0.000719849555],[0.059103553249,-0.220851633984,-0.011870001220],[-0.031146784009,0.002983446727,0.003600667664],[0.009759973785,0.211949994419,0.007549484001]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.414358769539728,10.939549341698331,-0.16008161784085023],[-5.543830713997192,11.208691954411233,0.0014690142527600098],[-7.911708961489052,8.13172257109208,0.20498157906664116],[-4.857453853596944,8.6370601710539,-0.09790807890807876]];-9.826768308461;[-0.50219183,-0.47773293,-0.51081275,-0.50926249];[[-0.004367264732,-0.006089552838,-0.001213154253],[0.011136046342,-0.069677919168,0.000694590962],[-0.020902549369,0.013226666746,0.002886813803],[0.014133767759,0.062540805260,-0.002368250512]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.616329400753624,10.928280562664739,0.025469888029793254],[-5.444533498632663,11.24146876837752,0.09310959117081771],[-8.262423926287132,8.222128900322383,-0.18963597339002536],[-4.8600240211939205,8.553184392339444,0.1310320970069189]];-9.798102237183;[-0.49366414,-0.48273595,-0.50447600,-0.51912392];[[-0.029535710809,-0.044452140936,-0.004244659831],[0.037220375940,-0.040879282984,0.000923195820],[-0.041947267564,0.043197095910,0.000058271476],[0.034262602433,0.042134328010,0.003263192534]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.62141714961069,11.084480042124335,0.004069116328164591],[-5.268772264372435,11.252201274428868,-0.10825276095482239],[-8.410659052970988,8.325488214804285,-0.03093748850475463],[-4.9263611133809775,8.482893179945169,0.16568184525880905]];-9.789083024104;[-0.49552332,-0.48864329,-0.50162973,-0.51420367];[[-0.032943073830,-0.030962093566,0.000443531344],[0.034081217309,-0.023524406043,0.001431654501],[-0.034264255784,0.031095623516,-0.001389887306],[0.033126112306,0.023390876093,-0.000485298540]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.42039378722282,10.97248224377626,0.11122373135996322],[-5.531242709541183,11.38733688638995,-0.09231755152213783],[-8.034344160151333,8.155238583940475,0.06785696755661585],[-5.026552834376878,8.464203249342892,-0.0654520883714398]];-9.845040417688;[-0.49150227,-0.49861979,-0.49772791,-0.51215003];[[-0.004761799059,-0.009807912068,0.000583015660],[0.001847029493,0.004792852734,-0.000591449060],[-0.015118957311,0.010867841410,0.000376589949],[0.018033726877,-0.005852782076,-0.000368156549]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.722855417405887,10.936827611814337,0.05081212235599441],[-5.270651398652092,11.206367163462577,0.022376233166992096],[-8.146608143796424,8.239569081471876,0.037826754620650015],[-4.940499477620392,8.633001905062217,-0.07552647031608964]];-9.776091947975;[-0.52823273,-0.50607546,-0.48188172,-0.48381009];[[-0.025939453607,-0.035990343408,0.000284217603],[0.039251653844,-0.096232245684,-0.003964472742],[-0.031321721634,0.035645115494,0.001010036244],[0.018009521397,0.096577473598,0.002670218895]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.68647203212342,10.977085381729722,0.12976761740268022],[-5.228793389857946,11.146221422972769,-0.08483833127521384],[-8.278496659273097,8.254371452573253,-0.18234429747947442],[-5.016423776199747,8.464645884730263,-0.09720841704462235]];-9.788014865779;[-0.52033245,-0.50426740,-0.48508558,-0.49031457];[[-0.031817243542,-0.032782023940,-0.001705938188],[0.035926404902,-0.055583750410,-0.002241143206],[-0.033602812399,0.033277576129,0.003278951214],[0.029493651039,0.055088198221,0.000668130181]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.799174921889422,11.005830327521158,0.023779634901387816],[-5.3300011371829035,11.29264335083127,-0.028896646596614558],[-8.193451105916907,8.2048217659115,0.07074508519036196],[-4.858470073540706,8.548691797001437,-0.060757008782263505]];-9.791840001614;[-0.51890136,-0.49463069,-0.48748563,-0.49898231];[[-0.037673373326,-0.015063793594,0.000905778416],[0.038239062074,-0.028836740831,-0.000783640987],[-0.035361158951,0.014498733229,0.001048765538],[0.034795470203,0.029401801196,-0.001170902967]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.469543349527155,11.143429336805044,-0.1600489197431302],[-5.3784969705034404,11.175629455591418,-0.09858042071619777],[-8.214664567291388,8.367258761100752,-0.008471574814945098],[-4.970375105648443,8.565238118438822,0.041006378842675446]];-9.808455421282;[-0.50358618,-0.48264010,-0.50336746,-0.51040627];[[-0.027584046219,-0.027875763060,0.000926822298],[0.032301510636,-0.080726485237,0.004740648478],[-0.033754795084,0.034078741405,-0.002436006682],[0.029037330668,0.074523506892,-0.003231464094]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.602047301683521,11.033577597533126,-0.0790292784266783],[-5.403888424554075,11.010812465067614,-0.032298126156000716],[-8.237912738510403,8.313943471176707,-0.07053547087348942],[-4.8808069479148815,8.536179814962239,-0.1398839146540136]];-9.763719746835;[-0.51272711,-0.47277056,-0.49635035,-0.51815199];[[-0.027995965847,-0.039135989313,-0.000085742592],[0.049516205063,-0.153913943972,-0.006100635622],[-0.031025259804,0.049621252342,0.000621755550],[0.009505020588,0.143428680943,0.005564622664]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.646510690160898,11.042730679859616,-0.15920029950816914],[-5.344357600141988,11.236623913495608,0.04719939119152262],[-8.268611653099976,8.245149524949866,-0.055219102830822035],[-4.981829172915232,8.42877417432722,0.07241393752345605]];-9.809856016435;[-0.50681804,-0.49491712,-0.49283638,-0.50542846];[[-0.037385796126,-0.021352523394,-0.001834375622],[0.036395335561,-0.021479998328,0.002498537407],[-0.036015108916,0.022780283828,-0.002023608841],[0.037005569481,0.020052237894,0.001359447055]]
